Time stamp,X-axis reading,Y-axis reading,Z-axis reading,labels
24844,1921,2328,2010,4
24845,1927,2381,2079,7
24846,1902,2377,2072,7
24847,1894,2238,2011,4
24848,1898,2384,1975,7
24849,1902,2386,1978,7
24850,1901,2389,1973,7
24851,1865,2347,2002,4
24852,1900,2401,2090,7
24853,1960,2383,2095,1
24854,1882,2378,1995,7
24855,1870,2379,2005,7
24856,1958,2372,2111,1
24857,1902,2278,2000,4
24858,1892,2388,2026,4
24859,1922,2385,2069,7
24860,1949,2328,2130,4
24861,1923,2385,2074,3
24862,1974,2372,2122,1
24863,1910,2383,2077,7
24864,1874,2296,2078,4
24865,1885,2384,1970,7
24866,1904,2379,1969,7
24867,1887,2275,2067,4
24868,1898,2381,1976,7
24869,1968,2381,2095,1
24870,1945,2583,2249,5
24871,1901,2386,1982,7
24872,1969,2378,2099,1
24873,1795,2397,2050,4
24874,1903,2385,1973,7
24875,1895,2383,1989,7
24876,1929,2390,1985,7
24877,1873,2378,2054,7
24878,1903,2268,2018,4
24879,1899,2384,1984,7
24880,1853,2491,2089,4
24881,1894,2371,2094,7
24882,1874,2382,2002,7
24883,1907,2350,1978,7
24884,1956,2379,2121,1
24885,1906,2387,1989,7
24886,1956,2383,2106,1
24887,1921,2454,2070,4
24888,1883,2370,2017,7
24889,1919,2364,2078,4
24890,1897,2386,2021,3
24891,1896,2382,1965,7
24892,1982,2374,2125,1
24893,1923,2368,2091,7
24894,1922,2310,2037,4
24895,1962,2381,2092,1
24896,1805,2442,2006,4
24897,1997,2231,2164,4
24898,1956,2379,2098,1
24899,1903,2377,2057,4
24900,1911,2417,2067,4
24901,1878,2339,1975,6
24902,1967,2370,2132,1
24903,1868,2371,1998,7
24904,1885,2378,1995,7
24905,1842,2305,2212,5
24906,1978,2371,2120,1
24907,1833,2347,2029,4
24908,1823,2524,2112,4
24909,1894,2384,2000,3
24910,1909,2461,2033,4
24911,1904,2389,2010,3
24912,1984,2401,2017,4
24913,1971,2377,2126,1
24914,1884,2460,2120,4
24915,1970,2373,2137,1
24916,1887,2373,2090,7
24917,1929,2390,1996,7
24918,1897,2373,1986,3
24919,1880,2537,1965,3
24920,1968,2369,2138,1
24921,1959,2385,2110,1
24922,1826,2464,2031,4
24923,1960,2371,2110,1
24924,1891,2387,1947,7
24925,1970,2375,2111,1
24926,1926,2382,2028,7
24927,1956,2377,2109,1
24928,1913,2337,1995,7
24929,1990,2358,2099,2
24930,1977,2371,2126,1
24931,1888,2381,2007,7
24932,1906,2339,2054,4
24933,1925,2283,2020,4
24934,1922,2423,2013,7
24935,1968,2375,2129,1
24936,1835,2484,1941,4
24937,1958,2379,2114,1
24938,1968,2376,2115,1
24939,1901,2339,2099,4
24940,1884,2379,1985,7
24941,1983,2362,2154,1
24942,1908,2389,1972,7
24943,1867,2367,2048,4
24944,1890,2382,1987,7
24945,1966,2378,2121,1
24946,1912,2365,2037,7
24947,1867,2379,1999,7
24948,1958,2376,2116,1
24949,1879,2381,1993,3
24950,1897,2258,2007,4
24951,1893,2380,1982,7
24952,2060,2349,2152,5
24953,1905,2382,1979,7
24954,1985,2318,2157,5
24955,1843,2371,2134,1
24956,1933,2411,1967,7
24957,1871,2324,2112,4
24958,1897,2384,1969,7
24959,1743,2474,2019,4
24960,1953,2382,2102,1
24961,1870,2323,2063,4
24962,1885,2381,1994,7
24963,1914,2386,1991,7
24964,1902,2366,2082,2
24965,1893,2385,1995,7
24966,1970,2376,2121,1
24967,1872,2406,2028,7
24968,1898,2385,1989,7
24969,1917,2389,2010,7
24970,1863,2379,2067,4
24971,1874,2335,1935,7
24972,1878,2378,1991,7
24973,1966,2378,2117,1
24974,1889,2383,2018,3
24975,1909,2385,1967,7
24976,1895,2355,2004,4
24977,1903,2310,1995,4
24978,1892,2381,1985,7
24979,1973,2370,2126,1
24980,1967,2368,2134,1
24981,1913,2383,1967,7
24982,1881,2333,2023,4
24983,1887,2382,1989,7
24984,1914,2389,2008,7
24985,1876,2379,2012,7
24986,1871,2379,2002,7
24987,1886,2379,2009,7
24988,1886,2364,2011,4
24989,1928,2387,2061,7
24990,1911,2387,2012,7
24991,1891,2384,1974,7
24992,1996,2315,2174,1
24993,1895,2353,1988,4
24994,1891,2523,1995,4
24995,1901,2383,1970,7
24996,1906,2387,1986,7
24997,1909,2294,2027,4
24998,1923,2386,2066,7
24999,1882,2381,2075,7
25000,1891,2388,1999,7
25001,1897,2383,1975,7
25002,1965,2368,2136,1
25003,1870,2384,1973,7
25004,1955,2379,2029,7
25005,1920,2385,2064,7
25006,1897,2382,1983,7
25007,1909,2383,1986,7
25008,1893,2520,2076,6
25009,1976,2362,2152,1
25010,1903,2386,2002,7
25011,1894,2376,1987,7
25012,1889,2376,2087,7
25013,1935,2359,2094,5
25014,1899,2407,1991,7
25015,1954,2363,2232,5
25016,1918,2364,2045,5
25017,1895,2380,1978,7
25018,1932,2387,2072,7
25019,1911,2382,1976,7
25020,1880,2379,2010,7
25021,1890,2325,2134,5
25022,1893,2368,2039,7
25023,1901,2388,1986,7
25024,1907,2387,2010,7
25025,1870,2391,2051,4
25026,1875,2379,1979,7
25027,1962,2369,2136,1
25028,1902,2388,2001,7
25029,1942,2214,2098,4
25030,1905,2376,2037,7
25031,1903,2440,2017,3
25032,1911,2389,1987,7
25033,1922,2512,2009,4
25034,1911,2387,1968,7
25035,1877,2383,1983,7
25036,1911,2385,1972,7
25037,1875,2379,2004,7
25038,1939,2391,2005,7
25039,1969,2371,2134,1
25040,1895,2394,1988,7
25041,1906,2387,1971,7
25042,1954,2353,2084,6
25043,1899,2391,1997,7
25044,1903,2385,1980,7
25045,1920,2266,2140,5
25046,1887,2382,2072,7
25047,1864,2330,2031,4
25048,1988,2332,2138,4
25049,1899,2383,1973,7
25050,1982,2370,2123,1
25051,1882,2462,2120,4
25052,1893,2387,2003,7
25053,1979,2371,2095,4
25054,1907,2436,2039,4
25055,1875,2378,1999,7
25056,1877,2378,1991,7
25057,1908,2383,1991,7
25058,1891,2385,1987,7
25059,1946,2379,2097,1
25060,1879,2379,1977,7
25061,1893,2384,1995,7
25062,1898,2384,1986,7
25063,1936,2605,2173,5
25064,1969,2385,2112,1
25065,1863,2376,2154,4
25066,1912,2371,1998,7
25067,1877,2376,1980,3
25068,1916,2385,1973,7
25069,1896,2399,2021,4
25070,1910,2389,1980,7
25071,1875,2387,2002,7
25072,1843,2415,2130,4
25073,1889,2298,2031,4
25074,1972,2367,2141,1
25075,1899,2273,2041,4
25076,1907,2384,1987,7
25077,1906,2379,1973,7
25078,1871,2377,1998,7
25079,1890,2385,1992,7
25080,1889,2388,2023,3
25081,1892,2379,1985,7
25082,1801,2470,2058,4
25083,1922,2387,2053,7
25084,1915,2391,1985,7
25085,1915,2387,1968,7
25086,1890,2377,1998,7
25087,1961,2381,2094,1
25088,1875,2378,1991,3
25089,1986,2324,2192,5
25090,1913,2390,1984,7
25091,1930,2396,2034,7
25092,1966,2369,2110,1
25093,1930,2381,2099,4
25094,1888,2375,2080,7
25095,1868,2377,1990,7
25096,1893,2383,2005,7
25097,1918,2386,1974,7
25098,1891,2390,2028,3
25099,1870,2376,1963,3
25100,1902,2379,1977,7
25101,1919,2389,1994,7
25102,1976,2373,2127,1
25103,1959,2372,2178,4
25104,1891,2378,2041,7
25105,1980,2370,2125,1
25106,1869,2385,2009,7
25107,1889,2498,1918,4
25108,1984,2376,2116,1
25109,1872,2376,2002,7
25110,1912,2389,2034,7
25111,1967,2377,2119,1
25112,1914,2347,2067,4
25113,1806,2546,2007,3
25114,1900,2383,2004,7
25115,1893,2385,2002,7
25116,1813,2426,2003,4
25117,1875,2375,1978,7
25118,1886,2382,1996,7
25119,1973,2371,2127,1
25120,1972,2381,2113,1
25121,1920,2305,2041,4
25122,1906,2386,2006,7
25123,1885,2380,1991,7
25124,1957,2379,2117,1
25125,1789,2446,2014,4
25126,1887,2382,1993,7
25127,1908,2396,2036,7
25128,1871,2381,2002,7
25129,1965,2384,2100,1
25130,1904,2384,1989,7
25131,1877,2376,1975,7
25132,1875,2381,2002,7
25133,1908,2381,1995,7
25134,1848,2370,2183,5
25135,1963,2387,2090,1
25136,1968,2377,2119,1
25137,1911,2376,2074,7
25138,1911,2382,1975,7
25139,1966,2392,2108,7
25140,1941,2398,1973,7
25141,1902,2387,1979,7
25142,1895,2365,2047,4
25143,1890,2381,1974,7
25144,1961,2375,2112,1
25145,1866,2571,2026,4
25146,1884,2383,1987,3
25147,1922,2387,2050,3
25148,1908,2385,1971,7
25149,1980,2371,2120,1
25150,1884,2380,1994,7
25151,1887,2375,1973,3
25152,1945,2385,2089,1
25153,1902,2320,2023,4
25154,1910,2465,2083,7
25155,1880,2375,2002,7
25156,1959,2329,2158,4
25157,1970,2375,2123,1
25158,1873,2384,2012,7
25159,1899,2266,2006,4
25160,1917,2399,2041,7
25161,1929,2376,2103,7
25162,1932,2387,2037,7
25163,1884,2580,1996,4
25164,1964,2356,2025,7
25165,1958,2332,2183,4
25166,1843,2540,2053,4
25167,1908,2385,1981,7
25168,1765,2342,2032,4
25169,1937,2382,2018,7
25170,1877,2378,1995,7
25171,1925,2370,2131,7
25172,1907,2383,1989,7
25173,1896,2385,1983,7
25174,1875,2379,1996,7
25175,1900,2380,2199,5
25176,1965,2371,2115,1
25177,1874,2382,2001,7
25178,1923,2385,2052,7
25179,1887,2364,2006,4
25180,1920,2439,2021,4
25181,1901,2382,1984,3
25182,1894,2381,1975,7
25183,1899,2382,1995,7
25184,1975,2373,2122,1
25185,1908,2387,1971,7
25186,1902,2408,2011,7
25187,1965,2371,2137,1
25188,1598,1950,2117,1
25189,1881,2268,2031,4
25190,1934,2396,2008,7
25191,1899,2384,1988,7
25192,1961,2378,2106,1
25193,1874,2383,1997,7
25194,1973,2378,2102,1
25195,1908,2286,2058,4
25196,1893,2381,2086,7
25197,1878,2613,2062,4
25198,1891,2383,2046,2
25199,1897,2305,2036,4
25200,1969,2367,2132,1
25201,1923,2361,2082,1
25202,1890,2327,2010,4
25203,1881,2425,2072,4
25204,1946,2388,2126,7
25205,1953,2375,2125,1
25206,1909,2386,1987,7
25207,1960,2372,2116,1
25208,1870,2355,2086,4
25209,1972,2377,2132,1
25210,1961,2374,2115,1
25211,1935,2387,2036,7
25212,1897,2386,2000,7
25213,1949,2411,2075,4
25214,1893,2382,2001,7
25215,1916,2320,2025,4
25216,1910,2394,1994,7
25217,1882,2586,2012,4
25218,1953,2385,2119,1
25219,1903,2387,1977,7
25220,1891,2385,2002,7
25221,1919,2260,2085,4
25222,1902,2385,2010,7
25223,1873,2374,2001,7
25224,1883,2376,2006,7
25225,1904,2380,1968,7
25226,1905,2379,2010,7
25227,1922,2387,2045,7
25228,1889,2356,2083,4
25229,1971,2378,2120,1
25230,1969,2381,2125,1
25231,1873,2380,2015,7
25232,1906,2385,1968,7
25233,1882,2363,2118,7
25234,2004,2371,2059,1
25235,1919,2416,2038,4
25236,1911,2385,1967,7
25237,1912,2385,2009,7
25238,1891,2579,2093,6
25239,1817,2457,1981,4
25240,1909,2393,1995,7
25241,1900,2371,2079,4
25242,1888,2374,2091,7
25243,1965,2375,2118,1
25244,1966,2367,2134,1
25245,1899,2503,2229,4
25246,1858,2429,2014,4
25247,1917,2390,2005,7
25248,1875,2321,2115,6
25249,1911,2372,1958,7
25250,1952,2370,2122,1
25251,1902,2334,2044,4
25252,1898,2322,2112,5
25253,1884,2382,1984,7
25254,1962,2374,2136,1
25255,1884,2382,2007,7
25256,1970,2368,2141,1
25257,1944,2365,2092,1
25258,1870,2379,2006,7
25259,1882,2381,1995,7
25260,1899,2352,2038,4
25261,1911,2387,2048,7
25262,1903,2393,2057,4
25263,1872,2378,1998,7
25264,1893,2383,1965,7
25265,1893,2379,1973,7
25266,1911,2378,1975,7
25267,1878,2373,2019,7
25268,1907,2374,2095,7
25269,1941,2384,2096,1
25270,2008,2314,2092,4
25271,1968,2363,2080,5
25272,1881,2360,2061,4
25273,1966,2374,2135,1
25274,1908,2375,2100,7
25275,1890,2386,2001,3
25276,1873,2273,2015,4
25277,1885,2382,1984,7
25278,1870,2407,1981,3
25279,1889,2381,1993,7
25280,1919,2371,2084,7
25281,1985,2376,2126,1
25282,1913,2388,1973,7
25283,1896,2389,1977,7
25284,1895,2387,2002,7
25285,1850,2298,2020,4
25286,1923,2384,2078,7
25287,1973,2378,2120,1
25288,1969,2377,2124,1
25289,1915,2381,2077,7
25290,1979,2367,2133,1
25291,1887,2382,2002,7
25292,1891,2384,2026,3
25293,1870,2368,2093,4
25294,1908,2385,2019,7
25295,1911,2384,1968,7
25296,1974,2369,2128,1
25297,1855,2359,2021,4
25298,1906,2383,1969,7
25299,1881,2379,1991,7
25300,1906,2384,1984,7
25301,1899,2377,2078,7
25302,1897,2385,1968,7
25303,1911,2389,2005,7
25304,1891,2331,2024,6
25305,1895,2387,2002,7
25306,1980,2374,2123,1
25307,1880,2380,2055,3
25308,1961,2393,2039,3
25309,1964,2382,2110,1
25310,1919,2353,2012,7
25311,1964,2368,2133,1
25312,1911,2383,1975,7
25313,1901,2383,1984,7
25314,1920,2303,2054,4
25315,1901,2392,1973,7
25316,1781,2600,2034,4
25317,1909,2387,2029,3
25318,1897,2383,2061,7
25319,1884,2382,2005,7
25320,1914,2299,2048,4
25321,1973,2370,2121,1
25322,1977,2360,2159,1
25323,1917,2377,2068,7
25324,1907,2380,2072,7
25325,1859,2589,2109,4
25326,1908,2387,1991,7
25327,1911,2373,2013,7
25328,1971,2372,2134,1
25329,1957,2374,2109,1
25330,1883,2379,1993,3
25331,1975,2373,2124,1
25332,1891,2390,1995,3
25333,1921,2372,2107,7
25334,1952,2402,2094,4
25335,1978,2371,2135,1
25336,1958,2377,2112,1
25337,1957,2370,2122,1
25338,1893,2389,1999,7
25339,1879,2380,1989,3
25340,1984,2371,2124,1
25341,1887,2359,2072,7
25342,1962,2379,2131,1
25343,1953,2381,2093,1
25344,1972,2375,2117,1
25345,1915,2376,2112,7
25346,1870,2377,1995,7
25347,1977,2374,2130,1
25348,1971,2376,2119,1
25349,1872,2387,2046,4
25350,1902,2390,2076,7
25351,1876,2381,1983,3
25352,1852,2425,2098,4
25353,1901,2511,1978,4
25354,1995,2350,2102,1
25355,1917,2305,2031,4
25356,1912,2383,1981,7
25357,1987,2438,2131,6
25358,1881,2385,2001,7
25359,1889,2383,1973,3
25360,1869,2389,1966,7
25361,1887,2378,2019,7
25362,1963,2375,2117,1
25363,1969,2373,2119,1
25364,1911,2380,2037,3
25365,1970,2379,2126,1
25366,1881,2382,2015,7
25367,1888,2385,1971,3
25368,1892,2378,1986,7
25369,1850,2445,2103,4
25370,1898,2384,1978,7
25371,1967,2372,2139,1
25372,1953,2381,2095,1
25373,1986,2389,2138,1
25374,1910,2385,1992,7
25375,1917,2397,2002,7
25376,1867,2350,2024,4
25377,1977,2353,2153,1
25378,1901,2388,2000,7
25379,1885,2379,2012,7
25380,1877,2383,1971,7
25381,1847,2399,2016,7
25382,1914,2389,2040,3
25383,2000,2409,2025,4
25384,1883,2384,1999,7
25385,1903,2387,1981,7
25386,1895,2389,2002,7
25387,1904,2381,1993,7
25388,1922,2282,2009,4
25389,1886,2381,1999,7
25390,1880,2382,1989,7
25391,1951,2384,2093,1
25392,1884,2384,2002,7
25393,1893,2384,2003,7
25394,1891,2360,2025,7
25395,1909,2383,1971,7
25396,1911,2463,2128,5
25397,1979,2383,2117,4
25398,1972,2384,2145,1
25399,1879,2379,1987,7
25400,1908,2385,1967,7
25401,1893,2365,2093,4
25402,1974,2373,2123,1
25403,1931,2407,2067,7
25404,1893,2389,2006,7
25405,1970,2378,2126,1
25406,1878,2376,2006,7
25407,1894,2583,1996,4
25408,1961,2370,2134,1
25409,1922,2381,2039,7
25410,1868,2377,1994,7
25411,1893,2382,1963,7
25412,1877,2377,2039,7
25413,1927,2390,1992,7
25414,1968,2378,2126,1
25415,1961,2382,2117,1
25416,1879,2377,1972,7
25417,1842,2383,2043,4
25418,1897,2388,2057,7
25419,1911,2329,2091,4
25420,1869,2313,2008,4
25421,1843,2363,2088,4
25422,1970,2375,2099,1
25423,1889,2282,2010,4
25424,1875,2381,1999,7
25425,1970,2375,2121,1
25426,1917,2385,1989,7
25427,1893,2382,1998,7
25428,1939,2257,2046,4
25429,1882,2379,1997,7
25430,1894,2375,2087,7
25431,1905,2385,2007,7
25432,1909,2389,1986,7
25433,1866,2339,2036,4
25434,1901,2386,1998,7
25435,1863,2444,2131,5
25436,1877,2374,2010,3
25437,1894,2385,2012,3
25438,1884,2384,2008,3
25439,1867,2373,1990,7
25440,1954,2379,2108,1
25441,1974,2374,2121,1
25442,1976,2370,2121,1
25443,1967,2373,2119,1
25444,1966,2374,2124,1
25445,1980,2364,2155,1
25446,1926,2395,2015,7
25447,1951,2383,2096,1
25448,1878,2337,2141,7
25449,1902,2383,1985,7
25450,1865,2335,2036,6
25451,1908,2386,1971,7
25452,1885,2382,2032,3
25453,1970,2375,2129,1
25454,1861,2331,1988,4
25455,1911,2343,2100,4
25456,1868,2358,2133,4
25457,1895,2384,2032,3
25458,1973,2390,2114,4
25459,1895,2384,2064,7
25460,1910,2384,2036,7
25461,1902,2392,2024,7
25462,1969,2367,2124,1
25463,1978,2380,2118,1
25464,1925,2383,2068,7
25465,1955,2379,2111,1
25466,1881,2376,1995,7
25467,1875,2383,1986,7
25468,1913,2383,2076,7
25469,1970,2380,2115,1
25470,1938,2351,2226,5
25471,1963,2375,2129,1
25472,1876,2338,1991,4
25473,1915,2385,1978,3
25474,1963,2383,2094,1
25475,1891,2371,2024,7
25476,1955,2375,2109,1
25477,1893,2386,1985,3
25478,1964,2345,2214,7
25479,1867,2381,2010,7
25480,1933,2305,2024,4
25481,1963,2368,2130,1
25482,1963,2376,2104,1
25483,1979,2371,2127,1
25484,1982,2375,2125,1
25485,1915,2382,2059,7
25486,1886,2382,2012,7
25487,1894,2383,1986,7
25488,1938,2371,2027,4
25489,1863,2323,2060,4
25490,1971,2375,2121,1
25491,1969,2379,2122,1
25492,1891,2555,2097,4
25493,1956,2382,2116,1
25494,1897,2381,1989,7
25495,1931,2385,1987,7
25496,1934,2393,2026,7
25497,1906,2381,2009,7
25498,1968,2372,2122,1
25499,1930,2397,1978,3
25500,1907,2387,1972,7
25501,1904,2386,2010,7
25502,1924,2402,2030,7
25503,1914,2382,1987,7
25504,1898,2381,2093,7
25505,1882,2382,1968,7
25506,1975,2365,2154,1
25507,1908,2388,1973,7
25508,1919,2393,2015,7
25509,1954,2383,2115,1
25510,1909,2384,1975,7
25511,1877,2374,1987,6
25512,1973,2373,2121,1
25513,1934,2380,2092,7
25514,1911,2385,1970,7
25515,1911,2384,1990,7
25516,1897,2379,1973,7
25517,1847,2398,1885,7
25518,1888,2437,2060,4
25519,1879,2398,2015,7
25520,1887,2384,2019,7
25521,1887,2380,1995,3
25522,1906,2385,2034,3
25523,1901,2375,2011,7
25524,1896,2395,2049,4
25525,1895,2387,2034,7
25526,1908,2387,1970,7
25527,1887,2379,2092,7
25528,1866,2275,2017,4
25529,1904,2384,1988,7
25530,1877,2439,2015,4
25531,1895,2379,2072,7
25532,1868,2304,2038,4
25533,1883,2378,1985,7
25534,1895,2362,2019,4
25535,1936,2367,2137,4
25536,1960,2367,2130,1
25537,1957,2380,2105,1
25538,1909,2385,1982,7
25539,1909,2386,1966,7
25540,1931,2371,2162,7
25541,1882,2382,1965,7
25542,1973,2367,2134,1
25543,1960,2374,2116,1
25544,1982,2380,2119,1
25545,1889,2511,2069,4
25546,1878,2380,2003,7
25547,1923,2386,2051,7
25548,1933,2414,2008,7
25549,1927,2385,2089,7
25550,1948,2384,2021,3
25551,1977,2378,2122,1
25552,1896,2389,2026,3
25553,1903,2385,1973,7
25554,1901,2333,1996,4
25555,1951,2384,2056,7
25556,1756,2449,2093,4
25557,1891,2409,2070,5
25558,1912,2378,2041,7
25559,1896,2386,1977,7
25560,1907,2385,1973,7
25561,1882,2379,2009,7
25562,1881,2385,2017,7
25563,1897,2387,2024,4
25564,1910,2385,1981,7
25565,1973,2345,1990,7
25566,1917,2377,2030,7
25567,1896,2385,1998,7
25568,1893,2381,1985,7
25569,1892,2384,2000,3
25570,1854,2432,2005,7
25571,1845,2404,2007,7
25572,1908,2372,2042,4
25573,1928,2379,2102,7
25574,1956,2382,2121,1
25575,1877,2381,1975,3
25576,1898,2411,2071,3
25577,1920,2408,2049,7
25578,1919,2387,2058,7
25579,1907,2322,1999,6
25580,1904,2304,2014,4
25581,1870,2383,2006,7
25582,1978,2372,2120,1
25583,1968,2373,2125,1
25584,1913,2385,1984,7
25585,1890,2386,2003,5
25586,1903,2378,2080,7
25587,1903,2387,2040,7
25588,1860,2400,2034,4
25589,1898,2383,2001,7
25590,1899,2372,2096,7
25591,1915,2383,2037,3
25592,1916,2312,2039,4
25593,1888,2380,2046,2
25594,1883,2370,1973,7
25595,1900,2377,2079,7
25596,1904,2391,1984,7
25597,1887,2385,2011,7
25598,1905,2387,1990,7
25599,1871,2383,1994,7
25600,1910,2385,1982,7
25601,1900,2385,1972,7
25602,1943,2214,2054,6
25603,1913,2389,1986,7
25604,1967,2378,2126,1
25605,1819,2541,2041,4
25606,1848,2430,2018,4
25607,1931,2365,2026,3
25608,1963,2381,2114,1
25609,1974,2372,2130,1
25610,1913,2393,2018,7
25611,1885,2377,1993,7
25612,1886,2383,1987,7
25613,1954,2378,2100,1
25614,1897,2382,2077,7
25615,1803,2485,2035,4
25616,1910,2378,1991,7
25617,1977,2373,2127,1
25618,1905,2375,2056,7
25619,1894,2385,1989,7
25620,1796,2389,2098,4
25621,1880,2378,2002,7
25622,1901,2384,1982,7
25623,1924,2394,2072,7
25624,1900,2381,1971,7
25625,1912,2386,2046,7
25626,1901,2382,1977,7
25627,1947,2382,2092,1
25628,1948,2414,2013,7
25629,1892,2387,2014,7
25630,1977,2373,2116,1
25631,1897,2381,2025,4
25632,1897,2377,2029,7
25633,1796,2324,2113,1
25634,1884,2393,1988,7
25635,1883,2386,2037,7
25636,1923,2393,2008,7
25637,1960,2307,2107,4
25638,1867,2386,1989,7
25639,1909,2386,2003,7
25640,1871,2379,1996,7
25641,1882,2380,2007,7
25642,1863,2490,2016,4
25643,1899,2395,2068,7
25644,1879,2373,2021,7
25645,1897,2281,1997,4
25646,1976,2373,2123,1
25647,1874,2314,2129,4
25648,1972,2376,2097,1
25649,1896,2375,1995,7
25650,1833,2412,2119,4
25651,1925,2390,2079,7
25652,1873,2379,2005,7
25653,1919,2379,2022,7
25654,1880,2382,1991,7
25655,1981,2362,2158,1
25656,1956,2378,2111,1
25657,1898,2388,2033,3
25658,1912,2387,1981,7
25659,1958,2377,2107,1
25660,1869,2376,1991,3
25661,1883,2376,1986,7
25662,1909,2381,2084,7
25663,1871,2383,2000,7
25664,1908,2384,1976,7
25665,1918,2373,2115,7
25666,1928,2375,2103,7
25667,1969,2369,2140,1
25668,1910,2375,1986,7
25669,1935,2382,1998,7
25670,1957,2379,2106,1
25671,1914,2385,2013,7
25672,1873,2380,2007,7
25673,1915,2383,1991,7
25674,1972,2372,2130,1
25675,1872,2380,1996,7
25676,1978,2381,2122,1
25677,1886,2401,2009,7
25678,1816,2476,2217,4
25679,1881,2385,1989,3
25680,1901,2383,1985,7
25681,1919,2378,2069,7
25682,1873,2379,1999,7
25683,1897,2389,1978,7
25684,1955,2377,2113,1
25685,1857,2431,1965,7
25686,1888,2388,2008,3
25687,1897,2385,2025,4
25688,1888,2384,1987,7
25689,1888,2381,1997,7
25690,1939,2342,2112,4
25691,1905,2341,2004,6
25692,1909,2386,1985,7
25693,1946,2309,2156,4
25694,1909,2374,1984,3
25695,1965,2379,2117,1
25696,1957,2383,2105,1
25697,1907,2283,2021,4
25698,1963,2374,2137,1
25699,1902,2378,1968,7
25700,1873,2383,2003,7
25701,1926,2377,2113,7
25702,1898,2386,2001,7
25703,1883,2378,2020,7
25704,1851,2325,2014,4
25705,1903,2387,1978,7
25706,1879,2381,1987,3
25707,1883,2378,1985,7
25708,2036,2374,2187,1
25709,1862,2398,2092,4
25710,1886,2379,1969,3
25711,1909,2387,1991,7
25712,1869,2319,2042,4
25713,1891,2379,2085,7
25714,1908,2388,1984,7
25715,1947,2406,2006,7
25716,1899,2283,2016,4
25717,1907,2387,1984,7
25718,1937,2389,2063,7
25719,1958,2375,2105,1
25720,1842,2531,1989,4
25721,1911,2330,2050,4
25722,1912,2385,1998,7
25723,1898,2381,1950,7
25724,1881,2506,1949,4
25725,1899,2381,2002,7
25726,1883,2380,1991,7
25727,1907,2386,2006,7
25728,1915,2392,2083,7
25729,1907,2387,1991,7
25730,1883,2382,1996,7
25731,1907,2386,1978,7
25732,1979,2376,2121,1
25733,1885,2342,1958,4
25734,1971,2377,2124,1
25735,1899,2379,1959,7
25736,2053,2423,2128,4
25737,1895,2400,1952,3
25738,1877,2380,1998,7
25739,1982,2372,2120,1
25740,1925,2423,1997,7
25741,1768,2495,2027,4
25742,2004,2336,2116,4
25743,1929,2348,2052,3
25744,1893,2302,2015,4
25745,1911,2386,1993,7
25746,1983,2375,2119,1
25747,1917,2387,2021,7
25748,1884,2381,1986,7
25749,1967,2367,2131,1
25750,1869,2621,2101,4
25751,1945,2370,2103,7
25752,1899,2391,2065,7
25753,1978,2394,2060,7
25754,1899,2386,2015,3
25755,1871,2379,2004,7
25756,1923,2384,2089,7
25757,1876,2381,2005,7
25758,1869,2382,2002,7
25759,1904,2385,1993,7
25760,1912,2388,1993,7
25761,1896,2414,2019,7
25762,1969,2376,2119,1
25763,1958,2296,2090,6
25764,1896,2390,2023,7
25765,1872,2377,2004,7
25766,1870,2404,1990,7
25767,1901,2391,2043,7
25768,1871,2372,2010,7
25769,1876,2378,1993,3
25770,1900,2383,1993,7
25771,1923,2304,1978,2
25772,1909,2385,1982,7
25773,1925,2380,2031,7
25774,1983,2382,2102,1
25775,1892,2395,1971,3
25776,1904,2394,2044,3
25777,1889,2382,1978,7
25778,1850,2352,1970,4
25779,1899,2388,1991,7
25780,1963,2374,2131,1
25781,1963,2378,2113,1
25782,1974,2376,2118,1
25783,1885,2383,1991,7
25784,1828,2582,2071,4
25785,1904,2389,1975,7
25786,1956,2390,1996,7
25787,1850,2380,1968,4
25788,1903,2395,2017,7
25789,1955,2383,2107,1
25790,1910,2375,2075,7
25791,1888,2384,2047,2
25792,1979,2367,2153,1
25793,1900,2386,1965,7
25794,1881,2373,1995,7
25795,1975,2369,2111,1
25796,1896,2384,1983,7
25797,1912,2384,1974,7
25798,1843,2344,2082,4
25799,1830,2576,2102,4
25800,1914,2391,1991,7
25801,1900,2382,2074,7
25802,1886,2367,2000,4
25803,1991,2576,2239,5
25804,1966,2365,2132,1
25805,1900,2391,1994,5
25806,1985,2303,2134,5
25807,1898,2373,2031,7
25808,1913,2385,1998,7
25809,1967,2373,2117,1
25810,1985,2374,2122,1
25811,1882,2319,1999,4
25812,1978,2359,2160,1
25813,1912,2384,1962,7
25814,1894,2385,2074,7
25815,1847,2308,2073,4
25816,1979,2364,2155,1
25817,1834,2340,2077,4
25818,1912,2380,1971,7
25819,1872,2378,2000,7
25820,1767,2403,2020,4
25821,1965,2373,2120,1
25822,1894,2381,1979,7
25823,1894,2376,2085,7
25824,1883,2381,1992,7
25825,1829,2405,2134,4
25826,1859,2357,2060,7
25827,1907,2387,1971,7
25828,1922,2454,2135,2
25829,1889,2385,2014,7
25830,1973,2378,2096,1
25831,1912,2387,1965,7
25832,1892,2380,1991,7
25833,1866,2323,2053,4
25834,1879,2379,2001,7
25835,1894,2389,2004,3
25836,1903,2386,2000,7
25837,1959,2377,2108,1
25838,1936,2375,2111,7
25839,1912,2385,1967,7
25840,1891,2385,2034,3
